Sensor n. 01  Type: Barometer[161]  s/n:18104414  Batt:100%
Sensor n. 02  Type: AquaTR100[10]  s/n:630411  Batt:88%
Sensor n. 03  Type: AquaTR100[10]  s/n:630415  Batt:88%
Sensor n. 04  Type: AquaTR100[10]  s/n:630427  Batt:89%
Record n,Date,Time,Sensor n,Pressure(mBar)[2:21],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129]
1531,25/02/2019,09:00,01,1005.700,02,25351.990,8.663,36850.276,22.919,23.953,39.445,1.018,03,26963.066,8.896,38940.984,24.374,25.312,37.088,1.019,04,28543.198,9.140,40947.332,25.785,26.616,35.035,1.020
1532,25/02/2019,09:30,01,1005.700,02,25723.022,8.724,37327.376,23.251,24.263,38.876,1.018,03,26614.496,8.871,38463.972,24.044,25.002,37.574,1.019,04,28238.450,9.075,40581.948,25.525,26.378,35.413,1.020
1533,25/02/2019,10:00,01,1005.900,02,24597.052,8.578,35837.572,22.222,23.294,40.655,1.017,03,25824.828,8.766,37431.136,23.326,24.330,38.722,1.018,04,26990.836,8.947,38926.096,24.369,25.302,37.050,1.019
1534,25/02/2019,10:30,01,1006.300,02,23111.268,8.405,33836.308,20.851,21.994,43.269,1.016,03,24666.962,8.643,35874.936,22.253,23.319,40.540,1.017,04,25856.118,8.797,37443.796,23.337,24.338,38.676,1.018
1535,25/02/2019,11:00,01,1006.300,02,21913.358,8.295,32181.722,19.730,20.918,45.634,1.015,03,23639.798,8.485,34532.860,21.329,22.446,42.302,1.017,04,25832.786,8.787,37420.328,23.320,24.323,38.711,1.018
1536,25/02/2019,11:30,01,1006.500,02,20784.118,8.420,30415.900,18.559,19.770,48.114,1.014,03,22479.232,8.434,32883.812,20.212,21.374,44.486,1.016,04,24930.696,8.633,36268.264,22.520,23.574,40.111,1.017
1537,25/02/2019,12:00,01,1006.700,02,20221.008,8.483,29540.326,17.981,19.201,49.454,1.014,03,21535.416,8.458,31482.638,19.274,20.464,46.435,1.015,04,24119.006,8.560,35159.012,21.759,22.853,41.461,1.017
1538,25/02/2019,12:30,01,1006.700,02,20291.430,8.476,29648.560,18.053,19.272,49.282,1.014,03,21134.782,8.473,30883.710,18.875,20.074,47.315,1.015,04,24531.160,8.619,35700.940,22.132,23.206,40.764,1.017
1539,25/02/2019,13:00,01,1007.000,02,19732.244,8.515,28800.138,17.493,18.720,50.678,1.014,03,21766.806,8.460,31819.152,19.500,20.682,45.942,1.015,04,24241.266,8.651,35248.296,21.828,22.911,41.252,1.017
1540,25/02/2019,13:30,01,1007.000,02,19584.196,8.543,28561.858,17.337,18.565,51.062,1.013,03,21364.710,8.570,31135.778,19.051,20.238,46.806,1.015,04,24115.428,8.712,35005.884,21.669,22.754,41.467,1.017
1541,25/02/2019,14:00,01,1007.100,02,19478.406,8.565,28390.628,17.225,18.454,51.339,1.013,03,21367.390,8.596,31116.602,19.040,20.226,46.800,1.015,04,25223.398,8.837,36488.096,22.688,23.717,39.646,1.018
1542,25/02/2019,14:30,01,1007.200,02,19845.352,8.644,28861.772,17.542,18.760,50.390,1.014,03,21892.626,8.676,31810.870,19.511,20.677,45.677,1.015,04,26236.512,8.994,37789.688,23.593,24.563,38.115,1.018
1543,25/02/2019,15:00,01,1007.600,02,19956.412,8.651,29017.866,17.646,18.862,50.109,1.014,03,22677.366,8.745,32887.716,20.240,21.377,44.097,1.016,04,29220.766,9.366,41661.160,26.304,27.080,34.222,1.020
1544,25/02/2019,15:30,01,1008.000,02,20855.468,8.699,30284.308,18.492,19.685,47.949,1.014,03,24112.140,8.965,34757.136,21.521,22.592,41.473,1.017,04,30737.440,9.566,43586.660,27.670,28.331,32.534,1.021
1545,25/02/2019,16:00,01,1008.500,02,21233.408,8.754,30786.560,18.831,20.011,47.096,1.015,03,28073.782,9.184,40225.340,25.289,26.146,35.620,1.020,04,32096.460,9.738,45302.824,28.896,29.447,31.156,1.022
1546,25/02/2019,16:30,01,1008.900,02,23151.360,8.834,33493.452,20.655,21.771,43.194,1.016,03,29802.310,9.412,42436.940,26.849,27.584,33.554,1.021,04,32606.428,9.796,45950.536,29.360,29.868,30.669,1.023
1547,25/02/2019,17:00,01,1009.300,02,23818.882,8.898,34397.596,21.272,22.358,41.984,1.016,03,31125.496,9.605,44089.912,28.027,28.658,32.128,1.022,04,32295.110,9.782,45528.752,29.060,29.594,30.964,1.022
1548,25/02/2019,17:30,01,1009.400,02,24962.296,8.999,35948.916,22.335,23.367,40.060,1.017,03,31738.260,9.679,44867.920,28.583,29.164,31.508,1.022,04,32802.060,9.820,46196.644,29.536,30.028,30.486,1.023
1549,25/02/2019,18:00,01,1009.800,02,24847.058,9.030,35752.864,22.204,23.239,40.246,1.017,03,31460.400,9.672,44483.444,28.311,28.914,31.786,1.022,04,32598.816,9.813,45918.484,29.339,29.847,30.676,1.023
1550,25/02/2019,18:30,01,1010.100,02,23377.840,8.782,33869.364,20.905,22.015,42.776,1.016,03,30335.638,9.524,43065.140,27.300,27.992,32.965,1.021,04,33012.078,9.854,46449.016,29.719,30.192,30.292,1.023
1551,25/02/2019,19:00,01,1010.500,02,21891.102,8.634,31845.666,19.531,20.700,45.681,1.015,03,29612.312,9.460,42111.956,26.628,27.373,33.770,1.021,04,32993.328,9.867,46394.992,29.682,30.157,30.317,1.023
1552,25/02/2019,19:30,01,1011.100,02,21989.822,8.674,31953.852,19.607,20.770,45.476,1.015,03,25702.572,9.096,36916.208,23.004,23.996,38.907,1.018,04,31931.238,9.749,45055.956,28.723,29.286,31.317,1.022
1553,25/02/2019,20:00,01,1011.500,02,22668.998,8.790,32834.786,20.208,21.343,44.113,1.016,03,25743.070,9.143,36927.576,23.016,24.003,38.845,1.018,04,31452.672,9.683,44459.392,28.295,28.899,31.794,1.022
1554,25/02/2019,20:30,01,1011.800,02,22788.860,8.718,33074.752,20.364,21.499,43.881,1.016,03,24391.012,9.022,35103.812,21.762,22.817,40.999,1.017,04,30822.588,9.594,43673.616,27.734,28.388,32.444,1.021
1555,25/02/2019,21:00,01,1012.100,02,22530.816,8.705,32712.076,20.118,21.263,44.384,1.016,03,25008.052,9.018,35996.284,22.369,23.398,39.987,1.017,04,29620.996,9.492,42087.176,26.614,27.357,33.760,1.020
1556,25/02/2019,21:30,01,1012.700,02,22160.686,8.599,32269.760,19.813,20.975,45.125,1.015,03,23859.778,8.943,34414.284,21.287,22.369,41.912,1.016,04,29230.132,9.456,41572.644,26.252,27.022,34.211,1.020
1557,25/02/2019,22:00,01,1013.400,02,21359.220,8.410,31266.770,19.126,20.323,46.818,1.015,03,22753.970,8.746,32998.390,20.314,21.449,43.948,1.016,04,27148.916,9.272,38807.036,24.318,25.225,36.834,1.019
1558,25/02/2019,22:30,01,1013.800,02,21734.340,8.566,31677.346,19.413,20.590,46.010,1.015,03,23012.218,8.810,33313.590,20.532,21.654,43.455,1.016,04,26341.552,9.201,37725.776,23.568,24.522,37.963,1.018
1559,25/02/2019,23:00,01,1013.800,02,21546.666,8.533,31433.290,19.247,20.432,46.411,1.015,03,22570.122,8.716,32759.050,20.151,21.293,44.306,1.016,04,24239.222,8.984,34921.748,21.635,22.699,41.255,1.017
1560,25/02/2019,23:30,01,1013.900,02,20333.646,8.247,29901.978,18.205,19.436,49.180,1.014,03,21440.858,8.527,31283.978,19.147,20.335,46.640,1.015,04,24187.196,8.935,34894.496,21.612,22.681,41.344,1.017
1561,26/02/2019,00:00,01,1014.100,02,19728.898,8.186,29061.728,17.643,18.890,50.687,1.014,03,21628.360,8.547,31540.048,19.320,20.501,46.236,1.015,04,25789.008,9.131,37005.484,23.068,24.054,38.776,1.018
1562,26/02/2019,00:30,01,1014.100,02,19092.506,8.110,28185.028,17.058,18.320,52.377,1.013,03,22090.396,8.602,32164.046,19.742,20.907,45.269,1.015,04,26777.050,9.197,38353.096,23.999,24.930,37.345,1.018
1563,26/02/2019,01:00,01,1014.500,02,18407.382,8.016,27245.528,16.434,17.710,54.326,1.013,03,22544.802,8.694,32741.958,20.138,21.282,44.356,1.016,04,25993.872,9.100,37330.420,23.288,24.265,38.471,1.018
1564,26/02/2019,01:30,01,1015.000,02,20559.524,8.153,30313.878,18.471,19.704,48.639,1.014,03,22709.548,8.704,32972.340,20.294,21.432,44.034,1.016,04,25943.060,9.086,37272.276,23.247,24.227,38.546,1.018
1565,26/02/2019,02:00,01,1015.000,02,19748.042,8.225,29058.662,17.644,18.888,50.638,1.014,03,23096.462,8.672,33564.104,20.690,21.817,43.297,1.016,04,27389.690,9.201,39227.000,24.601,25.498,36.510,1.019
1566,26/02/2019,02:30,01,1015.200,02,20326.156,8.227,29907.612,18.207,19.440,49.198,1.014,03,23931.450,8.769,34683.764,21.455,22.544,41.786,1.017,04,30742.088,9.593,43561.192,27.655,28.315,32.529,1.021
1567,26/02/2019,03:00,01,1015.200,02,20662.618,8.454,30209.950,18.425,19.636,48.397,1.014,03,25936.698,9.007,37343.852,23.288,24.274,38.555,1.018,04,31602.946,9.781,44553.516,28.372,28.960,31.643,1.022
1568,26/02/2019,03:30,01,1015.200,02,22073.720,8.586,32154.160,19.734,20.900,45.303,1.015,03,30217.220,9.554,42861.876,27.161,27.860,33.094,1.021,04,32496.828,9.774,45822.800,29.267,29.785,30.772,1.023
1569,26/02/2019,04:00,01,1015.200,02,22313.610,8.577,32511.726,19.974,21.133,44.816,1.015,03,30083.702,9.510,42724.532,27.169,27.871,33.120,1.021,04,32703.150,9.787,46097.580,29.463,29.963,30.578,1.023
1570,26/02/2019,04:30,01,1015.400,02,23547.996,8.738,34157.872,21.096,22.220,42.432,1.016,03,30960.602,9.624,43834.200,27.850,28.492,32.299,1.021,04,33437.826,9.898,46992.900,30.110,30.545,29.906,1.023
1571,26/02/2019,05:00,01,1015.200,02,25518.940,8.824,36928.360,22.987,24.003,39.187,1.018,03,32049.146,9.764,45203.400,28.828,29.382,31.202,1.022,04,33593.772,9.905,47203.216,30.260,30.682,29.767,1.023
1572,26/02/2019,05:30,01,1015.300,02,26497.232,9.132,38020.164,23.764,24.713,37.740,1.018,03,31829.898,9.802,44848.120,28.582,29.151,31.417,1.022,04,33141.408,9.934,46530.896,29.786,30.245,30.174,1.023
1573,26/02/2019,06:00,01,1015.300,02,19582.082,7.303,29580.822,17.920,19.228,51.067,1.014,03,31877.732,9.731,45002.484,28.683,29.252,31.370,1.022,04,33338.002,9.890,46881.800,30.030,30.473,29.983,1.023
1574,26/02/2019,06:30,01,1015.400,02,20764.442,7.644,31061.378,18.929,20.190,48.159,1.015,03,31527.040,9.799,44425.916,28.284,28.877,31.719,1.022,04,33225.046,9.965,46609.556,29.845,30.296,30.098,1.023
1575,26/02/2019,07:00,01,1015.700,02,21494.172,7.772,32035.616,19.589,20.823,46.524,1.015,03,29551.266,9.284,42226.392,26.689,27.447,33.839,1.021,04,33197.982,9.849,46716.612,29.908,30.366,30.122,1.023
1576,26/02/2019,07:30,01,1016.000,02,22035.710,7.804,32812.598,20.112,21.328,45.381,1.016,03,26033.266,8.678,37825.824,23.588,24.587,38.412,1.018,04,31275.978,9.651,44247.576,28.143,28.761,31.973,1.022
1577,26/02/2019,08:00,01,1016.000,02,22021.412,7.813,32783.550,20.093,21.309,45.410,1.016,03,26374.512,8.810,38181.608,23.844,24.818,37.915,1.018,04,30905.502,9.567,43822.996,27.836,28.485,32.357,1.021
1578,26/02/2019,08:30,01,1016.100,02,22164.030,7.922,32893.652,20.176,21.381,45.118,1.016,03,24528.786,8.482,35833.816,22.210,23.292,40.768,1.017,04,30478.436,9.467,43334.972,27.483,28.168,32.810,1.021
1579,26/02/2019,09:00,01,1016.300,02,21893.952,7.753,32648.848,19.997,21.222,45.675,1.016,03,23025.546,8.148,33954.924,20.909,22.071,43.430,1.016,04,29391.566,9.263,42022.396,26.545,27.315,34.023,1.020
1580,26/02/2019,09:30,01,1015.800,02,22363.132,7.976,33138.182,20.345,21.540,44.716,1.016,03,23130.882,8.166,34092.752,21.004,22.160,43.232,1.016,04,26040.746,8.670,37844.252,23.600,24.599,38.401,1.018
1581,26/02/2019,10:00,01,1015.400,02,21798.228,8.043,32239.836,19.748,20.956,45.875,1.015,03,22572.558,8.168,33267.986,20.448,21.624,44.302,1.016,04,25204.232,8.586,36714.140,22.819,23.864,39.676,1.018
1582,26/02/2019,10:30,01,1015.400,02,21174.706,7.993,31362.510,19.158,20.386,47.226,1.015,03,22254.116,8.000,32954.050,20.223,21.420,44.936,1.016,04,25750.070,8.680,37411.932,23.305,24.318,38.835,1.018
1583,26/02/2019,11:00,01,1015.000,02,21175.570,8.003,31355.026,19.153,20.381,47.224,1.015,03,22193.806,8.030,32837.296,20.147,21.344,45.058,1.016,04,24419.242,8.427,35729.192,22.134,23.224,40.951,1.017
1584,26/02/2019,11:30,01,1014.600,02,20215.188,7.991,29942.702,18.213,19.463,49.468,1.014,03,21140.690,8.030,31279.046,19.105,20.331,47.302,1.015,04,21653.182,8.119,31956.728,19.565,20.772,46.183,1.015
1585,26/02/2019,12:00,01,1014.300,02,18994.248,7.897,28209.426,17.060,18.336,52.648,1.013,03,20466.982,7.953,30348.472,18.479,19.727,48.859,1.014,04,22208.162,8.130,32766.258,20.108,21.298,45.028,1.016
1586,26/02/2019,12:30,01,1013.600,02,18559.618,7.934,27534.786,16.618,17.898,53.880,1.013,03,19629.926,7.922,29132.540,17.671,18.936,50.943,1.014,04,21715.886,8.102,32065.082,19.636,20.842,46.049,1.015
1587,26/02/2019,13:00,01,1012.800,02,17996.326,7.942,26693.390,16.067,17.351,55.567,1.012,03,19263.982,7.951,28566.410,17.299,18.568,51.910,1.013,04,21491.398,8.117,31719.896,19.406,20.618,46.530,1.015
1588,26/02/2019,13:30,01,1012.200,02,17491.610,7.958,25933.132,15.570,16.857,57.170,1.012,03,19148.344,7.956,28390.312,17.183,18.454,52.224,1.013,04,21287.972,8.098,31436.482,19.215,20.434,46.975,1.015
1589,26/02/2019,14:00,01,1012.200,02,17337.046,7.963,25699.998,15.418,16.705,57.680,1.012,03,19463.320,7.957,28857.160,17.491,18.757,51.379,1.014,04,22703.228,8.220,33411.890,20.549,21.718,44.047,1.016
1590,26/02/2019,14:30,01,1011.200,02,17362.176,7.980,25724.632,15.436,16.721,57.596,1.012,03,18813.992,7.967,27886.548,16.852,18.126,53.152,1.013,04,22804.276,8.301,33483.982,20.605,21.765,43.851,1.016
1591,26/02/2019,15:00,01,1010.900,02,17099.336,8.005,25317.652,15.172,16.456,58.482,1.012,03,18742.662,7.990,27762.098,16.771,18.045,53.354,1.013,04,23103.696,8.423,33808.420,20.834,21.975,43.283,1.016
1592,26/02/2019,15:30,01,1010.500,02,17338.328,8.062,25630.372,15.379,16.660,57.676,1.012,03,19533.736,8.183,28776.888,17.454,18.705,51.193,1.014,04,25472.192,8.705,36982.448,23.013,24.039,39.259,1.018
1593,26/02/2019,16:00,01,1010.300,02,18219.988,8.109,26897.340,16.211,17.483,54.885,1.013,03,20731.086,8.284,30454.090,18.575,19.795,48.237,1.014,04,23284.058,8.657,33850.924,20.882,22.003,42.948,1.016
1594,26/02/2019,16:30,01,1010.100,02,18672.538,8.164,27523.186,16.626,17.890,53.555,1.013,03,21157.886,8.392,30987.296,18.938,20.142,47.264,1.015,04,28927.340,9.231,41394.948,26.105,26.907,34.569,1.020
1595,26/02/2019,17:00,01,1010.200,02,18998.694,8.185,27987.350,16.933,18.192,52.635,1.013,03,24611.460,8.723,35714.420,22.151,23.214,40.631,1.017,04,31140.182,9.491,44246.952,28.125,28.761,32.113,1.022
1596,26/02/2019,17:30,01,1009.600,02,19502.662,8.215,28705.708,17.409,18.659,51.275,1.013,03,28704.666,9.197,41114.664,25.907,26.725,34.838,1.020,04,30880.526,9.473,43899.392,27.879,28.535,32.383,1.021
1597,26/02/2019,18:00,01,1009.200,02,20957.448,8.352,30728.326,18.762,19.973,47.716,1.015,03,30309.360,9.384,43191.824,27.374,28.075,32.993,1.021,04,32433.996,9.663,45872.024,29.289,29.817,30.832,1.023
1598,26/02/2019,18:30,01,1009.000,02,22960.186,8.485,33539.652,20.658,21.801,43.554,1.016,03,30742.702,9.451,43729.956,27.758,28.424,32.528,1.021,04,31997.350,9.593,45339.304,28.905,29.471,31.253,1.022
1599,26/02/2019,19:00,01,1008.900,02,22732.858,8.465,33226.596,20.445,21.597,43.989,1.016,03,31043.238,9.534,44057.512,27.997,28.637,32.213,1.022,04,32549.146,9.701,45987.524,29.375,29.892,30.723,1.023
1600,26/02/2019,19:30,01,1008.500,02,22877.782,8.262,33628.948,20.699,21.859,43.711,1.016,03,30342.916,9.429,43186.592,27.375,28.071,32.957,1.021,04,32268.322,9.666,45633.844,29.121,29.662,30.990,1.022
1601,26/02/2019,20:00,01,1008.200,02,21778.096,8.108,32151.128,19.694,20.898,45.918,1.015,03,24991.572,8.799,36190.200,22.482,23.524,40.013,1.017,04,31624.578,9.530,44887.800,28.580,29.177,31.621,1.022
1602,26/02/2019,20:30,01,1006.900,02,21874.836,8.157,32249.910,19.764,20.962,45.715,1.015,03,22801.986,8.346,33438.876,20.578,21.735,43.856,1.016,04,28369.362,9.115,40725.952,25.629,26.472,35.249,1.020
1603,26/02/2019,21:00,01,1006.400,02,20570.458,7.955,30500.452,18.580,19.825,48.613,1.014,03,21774.330,8.191,32070.766,19.647,20.846,45.926,1.015,04,28759.010,9.164,41229.252,25.983,26.799,34.772,1.020
1604,26/02/2019,21:30,01,1007.200,02,20093.694,7.796,29927.636,18.188,19.453,49.767,1.014,03,21298.122,8.078,31468.970,19.235,20.455,46.952,1.015,04,24324.060,8.489,35528.232,22.003,23.093,41.112,1.017
1605,26/02/2019,22:00,01,1007.400,02,20642.460,7.947,30613.662,18.655,19.899,48.444,1.014,03,21467.336,8.152,31653.148,19.364,20.575,46.582,1.015,04,25301.228,8.712,36726.624,22.839,23.872,39.524,1.018
1606,26/02/2019,22:30,01,1006.600,02,20289.604,7.827,30193.322,18.366,19.626,49.286,1.014,03,20839.306,8.012,30850.220,18.818,20.053,47.983,1.015,04,24125.108,8.564,35164.164,21.763,22.857,41.451,1.017
1607,26/02/2019,23:00,01,1006.000,02,20156.336,7.743,30066.802,18.276,19.543,49.612,1.014,03,20708.642,7.927,30728.948,18.730,19.974,48.289,1.015,04,22872.148,8.374,33515.370,20.632,21.785,43.721,1.016
1608,26/02/2019,23:30,01,1006.400,02,20167.218,7.697,30121.950,18.309,19.579,49.585,1.014,03,20618.524,7.832,30677.770,18.689,19.941,48.500,1.015,04,23391.930,8.430,34222.660,21.114,22.245,42.750,1.016
1609,27/02/2019,00:00,01,1006.800,02,20299.864,7.727,30294.350,18.426,19.691,49.261,1.014,03,20758.798,7.833,30885.982,18.827,20.076,48.172,1.015,04,24541.766,8.600,35735.764,22.154,23.228,40.747,1.017
1610,27/02/2019,00:30,01,1006.300,02,20116.732,7.662,30076.948,18.276,19.550,49.710,1.014,03,20531.564,7.796,30579.872,18.621,19.877,48.705,1.014,04,23701.158,8.475,34632.144,21.395,22.511,42.192,1.017
1611,27/02/2019,01:00,01,1006.000,02,20361.330,7.629,30471.698,18.536,19.807,49.113,1.014,03,20793.068,7.828,30941.190,18.864,20.112,48.093,1.015,04,27567.338,8.906,39802.636,24.969,25.872,36.275,1.019
1612,27/02/2019,01:30,01,1006.100,02,20187.700,7.589,30245.702,18.383,19.660,49.535,1.014,03,20856.786,7.798,31062.250,18.942,20.190,47.946,1.015,04,26248.588,8.794,38016.276,23.729,24.711,38.097,1.018
1613,27/02/2019,02:00,01,1006.400,02,19858.966,7.473,29852.678,18.113,19.404,50.355,1.014,03,20783.976,7.793,30958.388,18.872,20.123,48.114,1.015,04,27871.200,8.971,40169.204,25.229,26.110,35.879,1.019
1614,27/02/2019,02:30,01,1006.100,02,20024.982,7.516,30065.132,18.257,19.542,49.938,1.014,03,21952.768,8.024,32486.276,19.911,21.116,45.552,1.015,04,26466.962,8.762,38366.192,23.966,24.938,37.783,1.019
1615,27/02/2019,03:00,01,1006.200,02,20352.192,7.603,30480.682,18.540,19.812,49.135,1.014,03,23252.868,8.150,34287.612,21.134,22.287,43.005,1.016,04,28444.082,9.018,40941.800,25.769,26.612,35.157,1.020
1616,27/02/2019,03:30,01,1006.200,02,20723.624,7.748,30908.598,18.836,20.091,48.254,1.015,03,23882.406,8.247,35120.664,21.705,22.828,41.872,1.017,04,29820.282,9.230,42673.716,26.995,27.738,33.534,1.021
1617,27/02/2019,04:00,01,1006.700,02,20805.636,7.783,30999.990,18.899,20.150,48.064,1.015,03,24607.320,8.332,36100.612,22.378,23.465,40.638,1.017,04,32002.512,9.597,45342.320,28.908,29.473,31.248,1.022
1618,27/02/2019,04:30,01,1007.000,02,20848.836,7.767,31078.388,18.950,20.201,47.964,1.015,03,27743.122,8.933,40026.952,25.127,26.018,36.045,1.019,04,32767.076,9.718,46273.984,29.580,30.078,30.518,1.023
1619,27/02/2019,05:00,01,1007.300,02,22521.066,7.948,33399.276,20.518,21.710,44.403,1.016,03,30197.986,9.259,43180.020,27.352,28.067,33.115,1.021,04,33062.876,9.796,46594.004,29.815,30.286,30.245,1.023
1620,27/02/2019,05:30,01,1007.500,02,23460.568,8.135,34608.996,21.349,22.496,42.625,1.017,03,31167.466,9.467,44314.424,28.170,28.804,32.085,1.022,04,32958.722,9.763,46487.500,29.736,30.217,30.341,1.023
1621,27/02/2019,06:00,01,1007.700,02,23472.578,8.143,34618.276,21.356,22.502,42.603,1.017,03,32018.572,9.608,45350.760,28.915,29.478,31.232,1.022,04,33040.838,9.773,46591.156,29.810,30.284,30.266,1.023
1622,27/02/2019,06:30,01,1008.300,02,24741.922,8.356,36273.684,22.498,23.578,40.417,1.017,03,32293.712,9.661,45676.064,29.150,29.689,30.966,1.022,04,33133.512,9.783,46650.840,29.854,30.323,30.219,1.023
1623,27/02/2019,07:00,01,1009.000,02,21313.516,7.459,32052.290,19.573,20.834,46.919,1.015,03,31413.920,9.509,44614.700,28.385,29.000,31.833,1.022,04,33017.640,9.745,46594.104,29.809,30.286,30.287,1.023
1624,27/02/2019,07:30,01,1009.500,02,21346.906,7.381,32174.616,19.648,20.907,46.859,1.015,03,30387.178,9.328,43368.692,27.492,28.190,32.909,1.021,04,32589.560,9.674,46077.904,29.436,29.951,30.685,1.023
1625,27/02/2019,08:00,01,1010.200,02,20669.596,7.257,31265.362,19.032,20.322,48.380,1.015,03,25934.382,8.458,37913.192,23.626,24.644,38.559,1.018,04,32511.840,9.640,46010.132,29.384,29.907,30.758,1.023
1626,27/02/2019,08:30,01,1010.800,02,20825.618,7.344,31422.482,19.144,20.425,48.018,1.015,03,26417.608,8.415,38665.724,24.138,25.133,37.854,1.019,04,31779.032,9.539,45096.296,28.728,29.313,31.467,1.022
1627,27/02/2019,09:00,01,1011.100,02,21444.802,7.427,32279.162,19.722,20.981,46.631,1.015,03,24825.196,8.211,36543.528,22.668,23.753,40.282,1.018,04,31284.236,9.366,44603.004,28.361,28.992,31.965,1.022
1628,27/02/2019,09:30,01,1011.400,02,21236.450,7.433,31959.536,19.509,20.774,47.089,1.015,03,24601.320,8.253,36171.872,22.419,23.512,40.648,1.017,04,29152.762,8.990,41994.404,26.497,27.296,34.302,1.020
1629,27/02/2019,10:00,01,1012.100,02,21467.492,7.446,32295.372,19.735,20.992,46.582,1.015,03,24002.852,8.089,35454.612,21.917,23.045,41.662,1.017,04,27009.796,8.660,39264.144,24.573,25.522,37.024,1.019
1630,27/02/2019,10:30,01,1012.500,02,20861.238,7.332,31486.310,19.186,20.466,47.936,1.015,03,22929.430,7.852,34097.176,20.979,22.163,43.612,1.016,04,25719.578,8.480,37575.860,23.398,24.424,38.881,1.018
1631,27/02/2019,11:00,01,1013.000,02,20906.398,7.563,31346.250,19.112,20.375,47.832,1.015,03,21871.096,7.638,32722.438,20.037,21.270,45.722,1.016,04,26895.776,8.659,39099.104,24.460,25.414,37.181,1.019
1632,27/02/2019,11:30,01,1013.100,02,20595.576,7.636,30815.922,18.765,20.030,48.554,1.015,03,21452.416,7.560,32167.790,19.659,20.909,46.615,1.015,04,24994.130,8.266,36735.124,22.803,23.878,40.009,1.018
1633,27/02/2019,12:00,01,1013.600,02,20628.920,7.634,30867.660,18.799,20.064,48.476,1.015,03,21102.908,7.567,31636.840,19.306,20.564,47.387,1.015,04,23480.772,8.015,34756.488,21.438,22.592,42.588,1.017
1634,27/02/2019,12:30,01,1013.500,02,20181.956,7.634,30198.852,18.355,19.629,49.549,1.014,03,20795.258,7.613,31134.628,18.975,20.238,48.088,1.015,04,22249.366,7.798,33136.626,20.328,21.539,44.945,1.016
1635,27/02/2019,13:00,01,1013.500,02,18945.076,7.486,28468.526,17.200,18.505,52.784,1.013,03,20044.942,7.637,29990.566,18.217,19.494,49.888,1.014,04,20990.142,7.614,31426.170,19.169,20.427,47.641,1.015
1636,27/02/2019,13:30,01,1014.200,02,18148.694,7.443,27305.448,16.434,17.749,55.100,1.013,03,19462.524,7.541,29200.016,17.687,18.980,51.381,1.014,04,20346.158,7.664,30418.436,18.503,19.772,49.149,1.014
1637,27/02/2019,14:00,01,1014.400,02,18142.218,7.478,27268.300,16.412,17.724,55.120,1.013,03,18965.174,7.545,28449.822,17.193,18.492,52.728,1.013,04,21215.902,7.751,31639.576,19.323,20.566,47.134,1.015
1638,27/02/2019,14:30,01,1015.000,02,17709.296,7.533,26575.686,15.962,17.274,56.468,1.012,03,18746.818,7.536,28130.126,16.982,18.285,53.342,1.013,04,21409.140,7.778,31903.748,19.501,20.737,46.709,1.015
1639,27/02/2019,15:00,01,1015.400,02,17507.876,7.565,26248.786,15.751,17.062,57.117,1.012,03,19329.012,7.584,28963.966,17.534,18.827,51.736,1.014,04,22107.846,7.889,32840.796,20.138,21.347,45.233,1.016
